period,amp
32767.641764176416,1.3462045455519116e-06
32773.64253568214,1.4321972233373489e-06
32779.643307187864,1.9080428985250016e-07
32785.644078693585,3.034812023632724e-07
32791.64485019931,1.1171131083033282e-06
32797.64562170503,1.5551205437588954e-06
32803.64639321075,2.977583302555012e-06
32809.64716471647,2.8388324122482793e-07
32815.647936222194,3.1725151735861286e-06
32821.648707727916,3.1807084210295676e-06
32827.64947923364,6.760233853875179e-07
32833.65025073936,7.904555817999805e-07
32839.65102224508,3.213994051280911e-08
32845.6517937508,4.658647239463452e-06
32851.652565256525,4.340433427836659e-06
32857.65333676225,2.610823299725268e-06
32863.65410826797,7.856066076550023e-07
32869.65487977369,2.224075486767535e-06
32875.65565127941,8.708619235833445e-07
32881.656422785134,2.0314920767926894e-06
32887.657194290856,2.279534765479455e-06
32893.65796579658,1.4934865292411218e-07
32899.6587373023,1.5280606322758087e-06
32905.65950880802,2.0546936911188917e-07
32911.66028031374,1.1983933309936732e-06
32917.661051819465,3.5924382210041513e-09
32923.66182332519,9.264352062809381e-07
32929.66259483091,8.171739741529192e-07
32935.66336633664,6.11981940064696e-07
32941.66413784235,1.857784125093117e-06
32947.66490934808,2.188975828364075e-06
32953.665680853795,1.7845212975625934e-06
32959.666452359525,3.5046887483319344e-06
32965.66722386524,2.248563506274723e-06
32971.66799537097,1.0362694901299526e-05
32977.66876687669,2.681624212495786e-06
32983.66953838241,2.2286210992081645e-05
32989.67030988813,7.91350527850547e-06
32995.671081393855,2.535336128000271e-05
33001.67185289958,3.204518228486735e-06
33007.6726244053,2.501324141346739e-05
33013.67339591102,2.997028421643193e-06
33019.67416741674,1.29009078627728e-06
33025.674938922464,3.840352888316321e-06
33031.675710428186,5.245626895900837e-07
33037.67648193391,2.044245492767452e-06
33043.67725343963,3.6125997981787196e-07
33049.67802494535,1.234778945070639e-06
33055.67879645107,1.7465544059059115e-06
33061.679567956795,3.9508750597874586e-07
33067.68033946252,8.563842206910157e-07
33073.68111096824,3.2005358453338955e-07
33079.68188247396,3.3461584660558853e-06
33085.68265397968,9.530848929635892e-07
33091.683425485404,3.602660879236179e-06
33097.684196991126,1.8806082108335583e-06
33103.68496849685,1.5253643501121278e-06
33109.68574000257,8.465856265097094e-07
33115.68651150829,2.6158191130973277e-06
33121.68728301401,4.6634598966125427e-07
33127.688054519735,1.2017991450704681e-06
33133.688826025464,1.3750589238640868e-06
33139.68959753118,1.969441698654047e-06
33145.69036903691,5.780263638119693e-07
33151.69114054262,8.902638364329093e-07
33157.69191204835,1.859932481068652e-06
33163.692683554065,1.959768265029677e-06
33169.693455059794,4.4247758126907515e-07
33175.69422656551,4.2625917138360954e-07
33181.69499807124,1.7999130794301146e-07
33187.69576957696,2.7778878572090604e-06
33193.69654108268,1.7218489778644664e-06
33199.6973125884,9.941621626112883e-07
33205.698084094125,4.829701693231834e-07
33211.69885559985,9.150003049506377e-08
33217.69962710557,1.1992797715994417e-06
33223.70039861129,5.165697783950251e-06
33229.70117011701,1.0768012591489349e-06
33235.701941622734,2.066879409189191e-06
33241.702713128456,1.6411140773340827e-07
33247.70348463418,5.491127963290859e-06
33253.7042561399,1.5375284382191979e-06
33259.70502764562,1.2451303992548558e-05
33265.70579915134,7.345328767107114e-06
33271.706570657065,1.2810184718789802e-05
33277.70734216279,5.1947918032084944e-06
33283.70811366851,1.3574213884132545e-06
33289.70888517423,7.876797077698948e-06
33295.70965667995,1.4782534859257216e-05
33301.710428185674,3.6678156327601787e-07
33307.711199691395,8.011674039364593e-06
33313.71197119712,1.4373453876880418e-05
33319.71274270284,7.040975497991081e-06
33325.71351420856,1.5616083669604406e-06
33331.71428571428,2.7969407401562833e-06
33337.715057220004,1.950353279831725e-06
33343.71582872573,8.219790607455775e-07
33349.71660023145,4.5302478875638943e-07
33355.71737173718,2.863550880714437e-06
33361.71814324289,9.761583570729017e-07
33367.71891474862,1.098822681685292e-06
33373.719686254335,1.1662528991500513e-06
33379.720457760064,1.7345409294121753e-06
33385.721229265786,1.3349727436694921e-08
33391.72200077151,1.731573344552572e-06
33397.72277227723,1.986586900796664e-06
33403.72354378295,1.7947392268963154e-06
33409.72431528867,1.4720841718802635e-06
33415.725086794395,1.375206251929961e-07
33421.72585830012,3.870799919968844e-07
33427.72662980584,4.079511406476577e-07
33433.72740131156,8.70296885663473e-07
33439.72817281728,2.5532214871631813e-07
33445.728944323004,7.844629911107383e-07
33451.729715828726,7.6600540565592e-08
33457.73048733445,4.3617170717755665e-07
33463.73125884017,4.150996645198272e-07
33469.73203034589,1.8128629400167637e-06
33475.73280185161,1.5918534346136396e-06
33481.733573357335,3.3383285636263863e-07
33487.734344863056,2.1153071905435562e-07
33493.73511636878,2.4115190024170958e-06
33499.7358878745,2.6056245625161074e-06
33505.73665938022,1.591484065663904e-06
33511.73743088594,1.1010537853160808e-06
33517.738202391665,1.4725838392396386e-06
33523.73897389739,2.4737095108207297e-06
33529.73974540311,5.522549680834161e-06
33535.74051690883,5.454313342902476e-07
33541.74128841456,6.29679068142001e-08
33547.742059920274,2.2336263251997598e-06
33553.742831426,6.2234417260119825e-06
33559.74360293172,1.3756315576975331e-06
33565.74437443745,1.9845953811139646e-06
33571.74514594316,3.5167135661571297e-06
33577.74591744889,4.263297012964566e-06
33583.746688954605,5.706302032560125e-06
33589.747460460334,7.762567522665394e-07
33595.748231966056,2.7350494762519334e-06
33601.74900347178,3.4827711909038257e-07
33607.7497749775,3.247950580485367e-07
33613.75054648322,4.903237225201687e-07
33619.75131798894,9.490047679827745e-07
33625.752089494665,1.4683815290448544e-06
33631.75286100039,2.0421787333711452e-06
33637.75363250611,1.252541717680804e-06
33643.75440401183,9.891982543511978e-09
33649.75517551755,1.2583177636010887e-06
33655.75594702327,2.4989938976285877e-06
33661.756718528995,1.9372753036792983e-06
33667.75749003472,1.337605684619347e-06
33673.75826154044,1.8594618419985196e-06
33679.75903304616,1.7335608735014e-08
33685.75980455188,1.7921840982484736e-06
33691.760576057604,4.311283339131532e-07
33697.761347563326,3.882067695405945e-07
33703.76211906905,4.910424113190013e-06
33709.76289057477,4.5001028910846185e-06
33715.76366208049,5.845307550255405e-07
33721.76443358621,5.830857970798293e-07
33727.765205091935,4.633179021994739e-06
33733.76597659766,2.8493487102955106e-06
33739.76674810338,1.4601614359335535e-06
33745.7675196091,1.1680583674165904e-06
33751.76829111483,6.967617978878077e-07
33757.769062620544,6.002508115223255e-06
33763.76983412627,2.9881045576703602e-06
33769.77060563199,4.0725708713362895e-07
33775.77137713772,5.746741161141157e-07
33781.77214864343,1.1982979177335828e-06
33787.77292014916,2.131040089925048e-08
33793.77369165488,1.8156902561187343e-07
33799.774463160604,7.178545353553986e-07
33805.775234666326,1.6170545488947806e-06
33811.77600617205,1.3370103201561185e-07
33817.77677767777,1.779824195932684e-06
33823.77754918349,1.42362115579018e-06
33829.77832068921,2.2413659309679746e-06
33835.779092194934,4.1027952563994103e-07
33841.779863700656,7.322288696235581e-07
33847.78063520638,2.0182506660020206e-07
33853.7814067121,4.148573929658129e-06
33859.78217821782,8.99059584374971e-06
33865.78294972354,3.7272972756106513e-06
33871.783721229265,2.651743798693338e-06
33877.78449273499,7.976056714380945e-06
33883.78526424071,1.8901444203905221e-06
33889.78603574643,1.296046999253483e-06
33895.78680725215,2.319633752847026e-07
33901.787578757874,6.520040830545357e-07
33907.788350263596,1.3698927314031544e-06
33913.78912176932,2.146771326793265e-06
33919.78989327504,4.908006348459758e-06
33925.79066478076,2.332168256415613e-06
33931.79143628648,8.230723012430094e-07
33937.792207792205,3.777370886988881e-07
33943.79297929793,3.06865289539418e-06
33949.793750803656,3.8702572481979905e-06
33955.79452230937,1.154586314595902e-06
33961.7952938151,3.2429376942066606e-07
33967.796065320814,6.985545936563326e-07
33973.79683682654,6.421334405793598e-07
33979.79760833226,3.588274753053907e-07
33985.79837983799,4.3189121192224543e-07
33991.7991513437,9.179097657869124e-07
33997.79992284943,4.881328446049984e-08
34003.80069435515,1.1674426058747715e-06
34009.80146586087,5.117445095757043e-06
34015.802237366595,2.661135219539242e-06
34021.80300887232,3.5061563946851447e-07
34027.80378037804,3.163741283991982e-07
34033.80455188376,1.9664732200025754e-06
34039.80532338948,2.041490123908138e-08
34045.806094895204,1.1465591095649608e-06
34051.806866400926,6.883695215672268e-07
34057.80763790665,9.082066589225797e-07
34063.80840941237,1.3185422865877096e-06
34069.80918091809,1.4298021373282721e-06
34075.80995242381,1.899454009337611e-06
34081.810723929535,5.066444631498142e-07
34087.81149543526,2.174015372528824e-06
34093.81226694098,8.229209610076682e-06
34099.8130384467,2.719303707941354e-06
34105.81380995242,7.31751204063489e-08
34111.814581458144,5.801068606289678e-07
34117.815352963866,1.8364958160743172e-06
34123.81612446959,3.546645926371859e-06
34129.81689597531,2.1903803371724097e-06
34135.81766748103,1.510060810787687e-07
34141.81843898675,1.2897694007558226e-06
34147.819210492475,7.975757061302754e-06
34153.8199819982,1.432644971458784e-05
34159.820753503926,1.6224325340277927e-05
34165.82152500964,7.54362854500409e-06
34171.82229651537,8.873774319892744e-07
34177.82306802108,8.670464856209681e-06
34183.82383952681,1.1424847900611367e-05
34189.82461103253,7.299841256906663e-06
34195.825382538256,5.186773041091694e-06
34201.82615404398,4.333292988246291e-06
34207.8269255497,3.3886142580738925e-06
34213.82769705542,1.97622028624384e-06
34219.82846856114,1.9784442021689966e-06
34225.829240066865,4.580811112952303e-06
34231.83001157259,4.4860968277127004e-07
34237.83078307831,2.5755965265080104e-06
34243.83155458403,6.15442610108186e-06
34249.83232608975,3.6993159691387373e-06
34255.833097595474,2.0131237352427305e-06
34261.833869101196,8.055420906381278e-07
34267.83464060692,3.7025389012728065e-06
34273.83541211264,5.363350962325834e-07
34279.83618361836,1.415353306532142e-06
34285.83695512408,1.2225608250769091e-06
34291.837726629805,1.1745425878134103e-06
34297.83849813553,2.9706547073638954e-06
34303.83926964125,1.781288671964337e-06
34309.84004114697,8.85138687623792e-07
34315.84081265269,3.8043262246908685e-07
34321.841584158414,8.282787717391715e-07
34327.842355664136,6.515936627289287e-07
34333.84312716986,1.7557631768048577e-06
34339.84389867558,5.811062743623362e-06
34345.8446701813,3.806615429091897e-06
34351.84544168702,4.737937404119546e-07
34357.84621319275,1.6271464089028393e-06
34363.846984698466,6.747132771437428e-06
34369.847756204195,4.1731053420284984e-06
34375.84852770991,9.014870301017075e-07
34381.84929921564,3.9150155259883546e-06
34387.85007072135,5.55315571136607e-06
34393.85084222708,1.7893124206429873e-06
34399.8516137328,1.1325078104722528e-05
34405.852385238526,1.6522037779282438e-06
34411.85315674425,3.358248868250515e-06
34417.85392824997,1.8845896364911876e-06
34423.85469975569,1.1037622106972562e-07
34429.85547126141,2.0211419473264793e-06
34435.856242767135,2.2401673727892087e-05
34441.85701427286,2.0512546624946593e-05
34447.85778577858,3.919451124509202e-06
34453.8585572843,1.1408553260456137e-05
34459.85932879002,6.383482480262983e-06
34465.860100295744,3.289779885344906e-06
34471.860871801466,2.721401187328975e-06
34477.86164330719,6.23355988660549e-06
34483.86241481291,3.6815797986340438e-06
34489.86318631863,3.278268605090995e-05
34495.86395782435,1.8066713627196306e-05
34501.864729330075,7.712466683729787e-07
34507.8655008358,9.473335264105451e-06
34513.86627234152,2.221102086770446e-05
34519.86704384724,5.21067857895398e-06
34525.86781535296,1.730071851717867e-06
34531.86858685868,5.402188133112614e-06
34537.869358364405,1.8784842776520647e-06
34543.87012987013,1.3007757249196249e-06
34549.87090137585,1.393315684287884e-06
34555.87167288157,6.474678812993931e-06
34561.87244438729,5.795054958160265e-06
34567.87321589302,3.272866931124543e-06
34573.873987398736,8.083059155452245e-06
34579.874758904465,1.10939244533035e-05
34585.87553041018,4.898186896279951e-06
34591.87630191591,1.2879321457088748e-05
34597.87707342162,3.860913825885766e-06
34603.87784492735,4.8815947641332045e-06
34609.878616433074,4.840909320613564e-06
34615.879387938796,3.557548392711039e-05
34621.88015944452,3.8304582134693224e-05
34627.88093095024,4.3448965160497236e-06
34633.88170245596,1.2894893836435273e-05
34639.88247396168,3.7447629174026623e-06
34645.883245467405,4.1753693490023685e-07
34651.88401697313,1.7359541016454795e-05
34657.88478847885,3.039090919505647e-05
34663.88555998457,1.159457173448635e-05
34669.88633149029,2.1030132479305958e-05
34675.887102996014,6.332316541995257e-06
34681.887874501735,1.8954807109484314e-05
34687.88864600746,1.5266727385199676e-05
34693.88941751318,1.1160778485555586e-05
34699.8901890189,8.207241641067981e-06
34705.89096052462,3.481504288999516e-06
34711.891732030344,3.763077589405616e-06
34717.892503536066,2.695280255669919e-06
34723.89327504179,4.6022686948893093e-07
34729.89404654751,1.1958923685090513e-05
34735.89481805323,1.5473425352204948e-05
34741.89558955895,5.438921167282513e-06
34747.896361064675,2.3802648559372087e-05
34753.8971325704,1.7676831185480152e-05
34759.89790407612,4.3173692427724356e-07
34765.89867558185,1.1949067577866646e-05
34771.89944708756,5.69151067675518e-06
34777.90021859329,6.8739266080600355e-06
34783.900990099006,1.0949287762831499e-05
34789.901761604735,1.236082093827284e-06
34795.90253311045,4.803246953023711e-06
34801.90330461618,8.4475349699633e-09
34807.90407612189,1.2735246016877011e-06
34813.90484762762,1.7571101881594624e-05
34819.905619133344,5.943794419780817e-06
34825.906390639066,1.3094895980682536e-05
34831.90716214479,9.755094175061921e-06
34837.90793365051,1.1921439628468424e-06
34843.90870515623,1.4162775334462775e-07
34849.90947666195,7.751038995286715e-06
34855.910248167675,1.016091545375485e-05
34861.9110196734,4.531475330303861e-06
34867.91179117912,3.443048636328473e-06
34873.91256268484,1.1975897746941993e-05
34879.91333419056,9.269567882421065e-06
34885.91410569628,3.09776845639897e-06
34891.914877202005,6.010461721701996e-06
34897.91564870773,1.0867091286851994e-05
34903.91642021345,4.897359592952651e-06
34909.91719171917,1.42385274755943e-06
34915.91796322489,2.3648872107470818e-06
34921.918734730614,9.76022235828574e-06
34927.919506236336,3.208079961333774e-06
34933.92027774206,2.8717715881729786e-06
34939.92104924778,5.7559917711137865e-06
34945.9218207535,5.29913895904896e-07
34951.92259225922,1.5461876135794296e-06
34957.923363764945,1.8228428592862826e-06
34963.92413527067,6.1169923050609216e-06
34969.92490677639,6.426364435544987e-06
34975.92567828212,5.328702091978918e-07
34981.92644978783,2.6039147552101984e-06
34987.92722129356,3.7072778718477347e-06
34993.927992799276,2.1448950153079712e-06
34999.928764305005,1.539631981708666e-06
35005.92953581072,1.9129415192992494e-06
35011.93030731645,2.0963915714760977e-06
35017.93107882217,4.746730035572694e-06
35023.93185032789,1.1570064789464034e-05
35029.932621833614,3.73520386380571e-06
35035.933393339335,6.184115547712169e-07
35041.93416484506,1.7067363008305294e-06
35047.93493635078,3.2158938292376312e-06
35053.9357078565,5.278009510291887e-06
35059.93647936222,5.444465569363803e-06
35065.937250867944,2.0658466539949035e-07
35071.938022373666,2.1337750519856326e-06
35077.93879387939,1.7809144041367087e-06
35083.93956538511,3.1005142953892545e-06
35089.94033689083,4.419004421676221e-06
35095.94110839655,3.0815542251404437e-06
35101.941879902275,3.465663749307327e-07
35107.942651408,2.355082518747293e-06
35113.94342291372,1.6044880326395495e-06
35119.94419441944,5.628583978607916e-06
35125.94496592516,4.36173571579294e-06
35131.945737430884,6.838822902606921e-06
35137.946508936606,7.372178339484549e-06
35143.94728044233,4.097656340544406e-06
35149.94805194805,1.1481823885784386e-05
35155.94882345377,1.2678945762202177e-05
35161.94959495949,3.90091013116948e-07
35167.950366465215,3.6168387377402175e-06
35173.951137970944,2.0000322987283894e-06
35179.95190947666,3.8551505647842654e-07
35185.95268098239,6.847380869547418e-07
35191.9534524881,2.1045885440446358e-06
35197.95422399383,2.4317204100429777e-06
35203.954995499545,5.344558139385304e-06
35209.955767005275,3.669667898090582e-06
35215.95653851099,3.090630517125716e-07
35221.95731001672,1.353917551047271e-06
35227.95808152244,1.800813762001134e-07
35233.95885302816,1.5552407593886245e-06
35239.95962453388,1.6553090483745252e-06
35245.960396039605,9.782055687061342e-07
35251.96116754533,3.0984828156835053e-07
35257.96193905105,9.55541369418075e-07
35263.96271055677,2.6160999647809793e-06
35269.96348206249,1.635487162786048e-06
35275.964253568214,2.454118088814967e-06
35281.965025073936,2.6933305231297176e-06
35287.96579657966,1.4079220029445024e-06
35293.96656808538,5.993653892534166e-07
35299.9673395911,5.34878407753148e-09
35305.96811109682,1.857854307822933e-06
35311.968882602545,6.717756794191191e-06
35317.96965410827,7.700209771339287e-06
35323.97042561399,3.1615382597335882e-06
35329.97119711971,1.6551984120489776e-06
35335.97196862543,9.084053869563785e-06
35341.972740131154,1.3130812929490989e-05
35347.973511636876,8.820571374799549e-06
35353.9742831426,2.859159961181483e-06
35359.97505464832,2.360914448558549e-07
35365.97582615404,3.782442881206677e-07
35371.97659765976,1.3143619453991691e-06
35377.977369165485,2.532576249725986e-06
35383.97814067121,8.794920871774312e-07
35389.97891217693,7.836712120953673e-08
35395.97968368266,2.0254031761615074e-06
35401.98045518837,6.01759199158878e-06
35407.9812266941,6.642639535277343e-06
35413.981998199815,1.9018349738126924e-06
35419.982769705544,1.1319861234137609e-06
35425.983541211266,1.666630304124961e-06
35431.98431271699,1.5768919182399096e-07
35437.98508422271,1.5970309561130253e-06
35443.98585572843,1.5332762224205086e-06
35449.98662723415,5.508040800699377e-06
35455.987398739875,6.472780244685269e-06
35461.9881702456,2.312022776774601e-09
35467.98894175132,2.3264962475645226e-06
35473.98971325704,4.0659842055753534e-07
35479.99048476276,1.067878008573244e-06
35485.991256268484,5.971749973055162e-06
35491.992027774206,1.4157633120532687e-05
35497.99279927993,1.0588740861902076e-05
35503.99357078565,1.9582703896568897e-06
35509.99434229137,1.3937939224273886e-06
35515.99511379709,3.6454196780943687e-06
35521.995885302815,3.542012770042653e-06
35527.99665680854,1.0374045704808514e-06
35533.99742831426,9.668086638548282e-07
35539.99819981998,3.534636426495247e-06
35545.9989713257,7.660317147297964e-06
35551.999742831424,3.668927597365409e-06
35558.000514337145,1.4582392466289755e-06
35564.00128584287,2.0882958117854555e-06
35570.00205734859,5.875107521639998e-06
35576.00282885431,1.132381124896137e-05
35582.00360036004,7.578896546360765e-07
35588.004371865754,2.8133178764620647e-08
35594.00514337148,8.351844685616048e-06
35600.0059148772,7.3071923832237684e-06
35606.00668638293,3.9335784585546816e-06
35612.00745788864,1.9570283766204383e-05
35618.00822939437,3.712202425378832e-06
35624.009000900085,4.643830260201971e-06
35630.009772405814,1.4009783501665324e-06
35636.010543911536,1.38772520209163e-06
35642.01131541726,5.944920247487779e-06
35648.01208692298,1.1847085454209212e-05
35654.0128584287,7.843943585027446e-06
35660.01362993442,2.673069277911177e-06
35666.014401440145,1.079403807647322e-05
35672.01517294587,6.27305067599272e-06
35678.01594445159,5.876495385658043e-07
35684.01671595731,1.3919008282578766e-07
35690.01748746303,1.2214204920848266e-07
35696.018258968754,5.86442517245555e-07
35702.019030474476,1.5794462456788347e-06
35708.0198019802,3.3818807726664666e-07
35714.02057348592,1.6156898339696112e-08
35720.02134499164,5.032743242093489e-07
35726.02211649736,1.245773217299426e-06
35732.022888003085,9.957601806944376e-06
35738.023659508806,1.4261078580195127e-05
35744.02443101453,9.061960496377712e-06
35750.02520252025,5.812389952122726e-06
35756.02597402597,3.2873889228914136e-06
35762.02674553169,4.0169596438928575e-06
35768.027517037415,4.261057164838832e-07
35774.02828854314,3.068918486178699e-07
35780.02906004886,3.528061476293342e-06
35786.02983155458,6.712231602579164e-06
35792.03060306031,1.099026228423657e-06
35798.031374566024,4.9589903481189535e-06
35804.03214607175,2.6386932609422568e-06
35810.03291757747,1.070843057217162e-06
35816.0336890832,7.713705457407338e-06
35822.03446058891,6.991632527059093e-06
35828.03523209464,6.3742915000513465e-06
35834.03600360036,8.703807204653e-06
35840.036775106084,6.089590503160028e-06
35846.037546611806,2.466602086534113e-06
35852.03831811753,1.761851590961979e-06
35858.03908962325,1.031788809454713e-05
35864.03986112897,6.493960364040544e-06
35870.04063263469,1.253964176529842e-06
35876.041404140415,1.049577641711951e-06
35882.04217564614,2.9425499861257785e-06
35888.04294715186,1.97225402037713e-06
35894.04371865758,4.096758751756951e-06
35900.0444901633,2.1579665199849355e-06
35906.04526166902,9.574994808291393e-07
35912.046033174745,5.007156931652811e-06
35918.04680468047,8.638203787336318e-06
35924.04757618619,7.1256910387839325e-06
35930.04834769191,8.861771226943511e-06
35936.04911919763,8.288768291394487e-06
35942.049890703354,6.8355039299759795e-06
35948.050662209076,9.014127067635895e-06
35954.0514337148,6.8649969550595265e-06
35960.05220522052,4.5297303742978535e-06
35966.05297672624,6.431924662742709e-06
35972.05374823196,2.371358167148264e-06
35978.054519737685,2.139564307354408e-07
35984.05529124341,1.931658687893871e-06
35990.056062749136,3.6018865009686473e-06
35996.05683425485,4.177047259534701e-07
36002.05760576058,1.0494939595630144e-06
36008.058377266294,3.4699348912547922e-06
36014.05914877202,4.9807939709082715e-06
36020.05992027774,9.479974485998767e-07
36026.06069178347,6.99405520096636e-08
36032.06146328918,1.6079896918738162e-06
36038.06223479491,1.2122041485949954e-06
36044.06300630063,4.0246063922045727e-07
36050.063777806354,1.0437862960275363e-06
36056.064549312076,5.015464657183959e-07
36062.0653208178,6.324494205945477e-07
36068.06609232352,2.04891789814014e-06
36074.06686382924,7.04941069463772e-06
36080.06763533496,5.2920482429299945e-06
36086.068406840684,3.850952438027665e-06
36092.069178346406,2.655173060204464e-06
36098.06994985213,1.0127835429523434e-06
36104.07072135785,9.3754142180001e-07
36110.07149286357,9.875286571647294e-07
36116.07226436929,2.8985248727358115e-07
36122.073035875015,1.4031304374886052e-06
36128.07380738074,1.4453763490850949e-06
36134.07457888646,2.996843367550504e-07
36140.07535039218,1.8649941601084784e-06
36146.0761218979,1.0892464455016772e-07
36152.076893403624,1.063853229034149e-06
36158.077664909346,2.1244222081521153e-06
36164.07843641507,5.0900929123447055e-06
36170.07920792079,3.212355905835418e-06
36176.07997942651,1.2982820069587804e-06
36182.08075093223,1.215790613668827e-06
36188.081522437955,2.717658751649331e-06
36194.08229394368,5.642734727569742e-06
36200.083065449406,5.049494152965301e-07
36206.08383695512,4.2364920288000585e-06
36212.08460846085,7.747723033353362e-06
36218.085379966564,2.6899134184957367e-06
36224.08615147229,1.837043481123857e-06
36230.08692297801,5.33336660672498e-06
36236.08769448374,5.7295132513404275e-06
36242.08846598946,6.176529681675958e-06
36248.08923749518,1.3189087975591793e-05
36254.0900090009,2.104117950797675e-05
36260.09078050662,1.3037879732965692e-05
36266.091552012345,1.93628323276174e-06
36272.09232351807,2.36135157193951e-07
36278.09309502379,5.840475165140725e-07
36284.09386652951,4.147673674178582e-08
36290.09463803523,1.031208982560251e-06
36296.095409540954,1.8545093212774059e-06
36302.096181046676,1.3873163491183355e-06
36308.0969525524,6.589241467485688e-07
36314.09772405812,2.3035139278230728e-06
36320.09849556384,2.8604252610104247e-06
36326.09926706956,1.92946246673501e-06
36332.100038575285,3.2969795856846973e-06
36338.10081008101,5.891692742238218e-06
36344.10158158673,4.087194545051137e-06
36350.10235309245,1.0260156449036459e-06
36356.10312459817,2.654771131312335e-06
36362.103896103894,1.268051713091582e-07
36368.104667609616,1.2256844574024978e-06
36374.10543911534,5.839769708201192e-06
36380.10621062106,7.252003826522343e-06
36386.10698212679,6.904615916794479e-07
36392.1077536325,1.1013152183845634e-06
36398.10852513823,1.1080183992007478e-06
36404.10929664395,1.265839970006498e-06
36410.110068149675,1.0847453027026337e-06
36416.11083965539,1.4421996210037784e-08
36422.11161116112,4.0346534707330563e-07
36428.11238266683,9.654955893554494e-07
36434.11315417256,1.3716622147356018e-06
36440.11392567828,1.6327695497410999e-06
36446.114697184006,3.012064416362225e-06
36452.11546868972,3.821563198405875e-06
36458.11624019545,2.6950880483120305e-06
36464.117011701164,1.0584345397146579e-05
36470.11778320689,9.867825211180736e-06
36476.118554712615,3.6358357178961514e-07
36482.11932621834,7.645464625273235e-07
36488.12009772406,8.014806636915383e-07
36494.12086922978,3.2018917989793894e-06
36500.1216407355,4.850983760124645e-07
36506.122412241224,6.402980774843867e-06
36512.123183746946,4.949512744953274e-06
36518.12395525267,4.097140725229375e-06
36524.12472675839,3.1373123147020717e-06
36530.12549826411,4.719707722676477e-06
36536.12626976983,7.110270023875227e-06
36542.127041275555,2.0082476927668967e-06
36548.12781278128,3.389641959311299e-07
36554.128584287,5.851744427099799e-07
36560.12935579272,9.228535987870568e-07
36566.13012729844,1.9121007209991587e-07
36572.13089880417,2.4290546888286855e-06
36578.131670309886,9.974173079628634e-07
36584.132441815615,1.8936129191954024e-06
36590.13321332133,4.732401089299762e-07
36596.13398482706,8.038547716839396e-07
36602.13475633277,5.337236098829219e-07
36608.1355278385,2.281667656034313e-07
36614.136299344216,3.959380063969846e-07
36620.137070849945,5.055916230121402e-06
36626.13784235566,3.5161391335251736e-06
36632.13861386139,3.341514999686757e-07
36638.1393853671,3.5952531749062523e-06
36644.14015687283,6.711910882761639e-07
36650.14092837855,6.290953657401954e-07
36656.141699884276,2.4758602385878814e-06
36662.14247138999,2.4976969123134933e-06
36668.14324289572,3.2924797344734274e-07
36674.14401440144,3.927880998257509e-07
36680.14478590716,6.231325026743569e-07
36686.145557412885,6.484316448935629e-07
36692.14632891861,9.741146008180622e-07
36698.14710042433,6.663923786675279e-08
36704.14787193005,5.727523674157181e-07
36710.14864343577,1.0077588730222318e-06
36716.149414941494,4.1373168566110515e-07
36722.150186447216,2.7108960805490043e-06
36728.15095795294,3.532450156038714e-06
36734.15172945866,7.488325780373221e-07
36740.15250096438,5.987360425516702e-08
36746.1532724701,5.070379599656285e-07
36752.154043975825,8.7943219187611e-07
36758.15481548155,2.343047204261992e-07
36764.15558698727,4.651838944394486e-07
36770.15635849299,2.1211956534639275e-06
36776.15712999871,3.3671873279241286e-06
36782.15790150444,3.675539690114309e-06
36788.158673010155,6.629308407658549e-06
36794.159444515884,1.5731206659748273e-05
36800.1602160216,1.4845466378776679e-05
36806.16098752733,3.3917999787198404e-06
36812.16175903304,1.2803625269786552e-06
36818.16253053877,4.5815649354262874e-07
36824.163302044486,1.5271929200302214e-07
36830.164073550215,1.6315166713959892e-06
36836.16484505593,6.1568782378599096e-06
36842.16561656166,2.2422613772022953e-06
36848.16638806737,1.460803420493658e-06
36854.1671595731,4.914503265837092e-06
36860.16793107882,7.531482155540201e-07
36866.168702584546,2.548460314156276e-07
36872.16947409026,1.3449566076771646e-06
36878.17024559599,2.0756539396323137e-06
36884.17101710171,3.3750070738867486e-06
36890.17178860743,3.5038917196010213e-06
36896.172560113155,1.0488382003436289e-07
36902.17333161888,2.120706860323529e-06
36908.1741031246,2.1531651007428403e-06
36914.17487463032,1.7448402232116067e-06
36920.17564613604,2.82971343322786e-07
36926.176417641764,2.3501139056357906e-07
36932.177189147485,7.45102126399837e-07
36938.17796065321,2.5325107514548915e-06
36944.17873215893,2.2917745694924376e-06
36950.17950366465,9.358566074622469e-07
36956.18027517037,3.6610453480604417e-06
36962.181046676094,4.682138640693152e-06
36968.181818181816,1.9888507393140606e-06
36974.18258968754,7.039983573988743e-07
36980.18336119327,1.2727675841879003e-06
36986.18413269898,3.270091234471237e-06
36992.18490420471,4.074195087486482e-06
36998.185675710425,1.4860372433731232e-06
37004.186447216154,2.001045621249126e-07
37010.18721872187,2.932546534080644e-07
37016.1879902276,1.4546218536417442e-07
37022.18876173331,1.4480283054759188e-06
37028.18953323904,7.007988405042069e-06
37034.190304744756,9.757975471401618e-06
37040.191076250485,1.0557888717485558e-05
37046.1918477562,7.5635137364088005e-06
37052.19261926193,4.452141598003247e-06
37058.19339076764,2.3494173552683534e-06
37064.19416227337,6.900356043583245e-07
37070.19493377909,4.784567619280469e-06
37076.195705284816,3.7159121549668006e-06
